name,idf,imdb_score,crit_score,genres,release,country,language,director,actors,summ
After 2019,https://www.imdb.com/title/tt4126476,5.3,30,"['درام', 'عاشقانه']",2019,['ایالات متحده'],['انگلیسی'],['Jenny Gage'],"['Hero Fiennes Tiffin', 'Josephine Langford', 'Khadijha Red Thunder']",زن جوانی با یک راز تاریک به دنبال مردی می افتد و آن دو وارد رابطه ای سخت می شوند. بر اساس رمان آنا تاد.
After Ever Happy 2022,https://www.imdb.com/title/tt13070038,4.5,81,"['درام', 'عاشقانه']",2022,['ایالات متحده'],['انگلیسی'],['Castille Landon'],"['Hero Fiennes Tiffin', 'Josephine Langford', 'Louise Lombard']",با آشکار شدن یک حقیقت تکان دهنده در مورد خانواده های یک زوج، دو عاشق متوجه می شوند که تفاوت چندانی با یکدیگر ندارند. تسا دیگر آن دختر شیرین، ساده و خوبی نیست که در زمان ملاقات با هاردین بود - بیشتر از آن که او بی رحم است...
After Everything 2023,https://www.imdb.com/title/tt15334488,8.5,88,"['درام', 'عاشقانه']",2023,['ایالات متحده'],['انگلیسی'],['Castille Landon'],"['Hero Fiennes Tiffin', 'Josephine Langford', 'Louise Lombard']",هاردین اسکات نویسنده پرفروش پس از جدایی از عشق واقعی خود به پرتغال سفر می کند تا رفتار گذشته خود را جبران کند.
After Love 2020,https://www.imdb.com/title/tt10692788,7.5,83,['درام'],2020,['انگلستان'],"['انگلیسی', 'عربی', 'فرانسوی']",['Aleem Khan'],"['Joanna Scanlan', 'Nathalie Richard', 'Talid Ariss']",در شهر بندری دوور ، مری حسین ناگهان در پی مرگ غیر منتظره شوهرش خود را بیوه می بیند. یک روز پس از دفن ، او متوجه می شود که او یک راز دارد که تنها 21 مایل در سراسر کانال انگلیسی در کالای است
After We Collided 2020,https://www.imdb.com/title/tt10362466,5.2,14,"['درام', 'عاشقانه']",2020,['ایالات متحده'],"['انگلیسی', 'چینی']",['Roger Kumble'],"['Dylan Sprouse', 'Hero Fiennes Tiffin', 'Josephine Langford']",این فیلم بر اساس رمانی عاشقانه با همین نام در سال 2014 ، زندگی عاشقانه دو جوان را دنبال می کند.
After We Fell 2021,https://www.imdb.com/title/tt13069986,5.0,,['درام'],2021,"['ایالات متحده', 'بلغارستان']",['انگلیسی'],['Castille Landon'],"['Hero Fiennes Tiffin', 'Josephine Langford', 'Louise Lombard']",درست همانطور که تسا بزرگترین تصمیم زندگی خود را می گیرد ، همه چیز تغییر می کند. افشاگری در مورد خانواده او ، و سپس خانواده هاردین ، ​​هر آنچه را که قبلاً می دانستند در شک و تردید قرار می دهد و ادعای آینده سخت آنها را دشوار می کند.
Aftermath 2021,https://www.imdb.com/title/tt10691162,5.3,,"['ترسناک', 'درام', 'معمایی']",2021,['ایالات متحده'],['انگلیسی'],['Peter Winther'],"['Ashley Greene', 'Jason Liles', 'Shawn Ashmore']",یک زوج جوان در تلاش برای ماندن در کنار هم هستند ، وقتی به آنها پیشنهاد یک خانه شگفت انگیز در خانه ای با گذشته مشکوک می دهند که معمولاً خارج از توان آنها خواهد بود. در آخرین تلاش برای شروع تازه به عنوان یک زوج ، آنها توافق را انجام می دهند.
Agent Game 2022,https://www.imdb.com/title/tt14168394,6.1,86,"['اکشن', 'هیجان انگیز']",2022,['ایالات متحده'],['انگلیسی'],['Grant S. Johnson'],"['Jason Isaacs', 'Katie Cassidy', 'Mel Gibson']",یک افسر سیا پس از کشته شدن یک سوژه بازجویی، خود را هدف یک عملیات بازجویی می بیند.
Agora 2009,https://www.imdb.com/title/tt1186830,7.2,55,"['درام', 'زندگی نامه', 'ماجراجویی']",2009,"['اسپانیا', 'بلغارستان', 'مالت']",['انگلیسی'],['Alejandro Amenábar'],"['Max Minghella', 'Oscar Isaac', 'Rachel Weisz']",یک درام تاریخی در مصر رومی اتفاق می افتد ، در مورد برده ای که به امید افزایش آزادی به مسیحیت روی می آورد و در عین حال عاشق استاد خود ، استاد فلسفه زن معروف و هیپاتیا ملحد اسکندریه می شود. =
Air 2023,https://www.imdb.com/title/tt16419074,7.7,73,"['درام', 'ورزشی']",2023,['ایالات متحده'],['انگلیسی'],['Ben Affleck'],"['Ben Affleck', 'Jason Bateman', 'Matt Damon']",تاریخچه فروشنده کفش سانی واکارو و نحوه رهبری نایک در تعقیب بزرگترین ورزشکار تاریخ بسکتبال، مایکل جردن، را دنبال می کند.
Aiyai Wrathful Soul 2020,https://www.imdb.com/title/tt7209472,6.7,85,"['ترسناک', 'معمایی', 'هیجان انگیز']",2020,['استرالیا'],['انگلیسی'],['Ilanthirayan Alan Arumugam'],"['Craig Ingham', 'Korey Williams', 'Tahlia Jade Holt']","هنگامی که یک مرد مجرای روحی ناشناخته می شود ، یک محله دچار فجایع اسرار آمیز می شود ، ""AIYAI"" که قربانیان را به سرنوشت سرد خود می کشاند."
Ajnabee 2001,https://www.imdb.com/title/tt0278291,6.4,,"['اکشن', 'جنایی', 'درام']",2001,['هند'],['هندی'],"['Abbas Alibhai Burmawalla', 'Mastan Alibhai Burmawalla']","['Akshay Kumar', 'Bobby Deol', 'Kareena Kapoor']",یک زوج تازه ازدواج کرده ، راج و پریا ، به سوئیس نقل مکان می کنند و با همسایگان جدید خود ، ویکی و سونیا دوست می شوند. اما یک روز ، سونیا کشته می شود و راج متهم به قتل می شود. او برای اثبات بی گناهی خود فرار می کند
Alice 2019,https://www.imdb.com/title/tt9120416,6.5,72,"['درام', 'عاشقانه', 'کمدی']",2019,"['استرالیا', 'انگلستان', 'فرانسه']",['فرانسوی'],['Josephine Mackerras'],"['Chloé Boreham', 'Emilie Piponnier', 'Martin Swabey']",آلیس ، همسر و مادر خوشبخت و بی نقص ، وقتی متوجه می شود شوهرش در یک زندگی مخفی زندگی می کند ، زندگی اش زیر و رو می شود.
Alice Darling 2022,https://www.imdb.com/title/tt11687104,5.6,68,"['درام', 'هیجان\u200cانگیز']",2022,"['آمریکا', 'کانادا']",['انگلیسی'],['Mary Nighy'],"['Anna Kendrick', 'Charlie Carrick', 'Daniel Stolfi', 'Kaniehtiio Horn', 'Markjan Winnick', 'Wunmi Mosaku']",زن جوانی که در یک رابطه آزاردهنده به دام افتاده است، شرکت کننده ناخواسته مداخله ای می شود که توسط دو دوست نزدیک او انجام شده است.
Aline 2020,https://www.imdb.com/title/tt9735462,6.6,56,"['درام', 'زندگی نامه', 'کمدی']",2020,"['فرانسه', 'کانادا']","['انگلیسی', 'فرانسوی']",[],"['Danielle Fichaud', 'Sylvain Marcel']",با حمایت خانواده و مردی که دوستش دارد، چهاردهمین فرزند یک خانواده معمولی به مشهورترین خواننده جهان تبدیل می شود.
All About My Wife 2012,https://www.imdb.com/title/tt2173264,6.6,,"['درام', 'عاشقانه', 'کمدی']",2012,['کره جنوبی'],"['ژاپنی', 'کره ای']",['Kyu-dong Min'],"['Jeong-tae Kim', 'Ji-yeong Kim', 'Jo Han-chul']",دو هیون دیگر نمی تواند همسرش را تحمل کند. او طلاق می خواهد اما ضعیف است. او یک کازانووا را استخدام می کند تا او را فریب دهد و او را وادار به ترک او کند. آیا او موفق خواهد شد؟
All the Money in the World 2017,https://www.imdb.com/title/tt5294550,6.8,72,"['جنایی', 'درام', 'زندگی نامه']",2017,"['انگلستان', 'ایالات متحده', 'ایتالیا']","['انگلیسی', 'ایتالیایی', 'عربی']",['Ridley Scott'],"['Christopher Plummer', 'Mark Wahlberg', 'Michelle Williams']",داستان ربودن جان پل گتی 16 ساله 16 ساله و تلاش مأیوس کننده مادر فداکار او برای ترغیب پدر بزرگ میلیاردر خود ژان پل گتی برای پرداخت باج.
All the Old Knives 2022,https://www.imdb.com/title/tt3706352,6.1,64,['هیجان انگیز'],2022,['ایالات متحده'],['انگلیسی'],['Janus Metz'],"['Chris Pine', 'Laurence Fishburne', 'Thandiwe Newton']",دو مامور سیا و عاشقان سابق، دوباره در کارمل کنار دریا گرد هم می‌آیند تا ماموریتی را که شش سال پیش در وین انجام می‌شد، مورد بررسی قرار دهند، جایی که ممکن بود یک مامور همکارش به خطر بیفتد.
AllTime High 2023,https://www.imdb.com/title/tt27921620,5.7,,['کمدی'],2023,['فرانسه'],['فرانسوی'],['Julien Hollande'],"['Adrien Essamir', 'Nassim Lyes', 'Zoé Marchal']",یک کلاهبردار که نیاز مبرمی به پول نقد داشت و یک زن با ثروت ارز دیجیتال به این کار ضربه زدند. آیا او هدف رویاهای اوست یا کلاهبردار در شرف کلاهبرداری است؟
Almost Home 2018,https://www.imdb.com/title/tt6250876,5.1,81,['درام'],2018,['ایالات متحده'],['انگلیسی'],"['Erik Jensen', 'Jessica Blank']",[],گروهی از نوجوانان بی خانمان در لس آنجلس برای یافتن خود تلاش می کنند.
Alone Wolf  2020,https://www.imdb.com/title/tt7996520,4.4,88,['هیجان انگیز'],2020,['ایالات متحده'],[],['Charles Ehrlinger'],"['Cara Gee', 'James Aaron Oliver', 'Richard de Klerk']",جاناتان ، مردی که آنقدر تنها زندگی می کند که دو سال است خانه اش را ترک نکرده است ، پس از دیدن دوست پسر یک زن در خارج از خانه اش ، برای نجات او به دنیای خطرناک کشیده می شود.
Along Came Polly 2004,https://www.imdb.com/title/tt0343135,6,44,"['عاشقانه', 'کمدی']",2004,['ایالات متحده'],"['اسپانیایی', 'انگلیسی']",['John Hamburg'],"['Ben Stiller', 'Debra Messing', 'Jennifer Aniston']",یک تازه داماد دکمه دار متوجه می شود که وقتی عاشق یک همکلاسی قدیمی می شود، زندگی کاملاً سازمان یافته اش دچار هرج و مرج شده است.
Amar 2017,https://www.imdb.com/title/tt5479616,5.1,,"['درام', 'عاشقانه']",2017,['اسپانیا'],['اسپانیایی'],['Esteban Crespo'],"['María Pedraza', 'Natalia Tena', 'Pol Monen']",لورا و کارلوس به گونه ای یکدیگر را دوست دارند که گویی هر روز آخرین روز است و شاید اولین شدت عشق همان چیزی باشد که یک سال بعد آنها را از هم جدا کند.
Amazing Grace 2006,https://www.imdb.com/title/tt0454776,7.4,65,"['تاریخی', 'درام', 'زندگی نامه']",2006,"['انگلستان', 'ایالات متحده']",['انگلیسی'],['Michael Apted'],"['Albert Finney', 'Ioan Gruffudd', 'Michael Gambon']",ایده آلیست ویلیام ویلبرفورس (ایوان گرافود) در پارلمان مانور می دهد و در تلاش برای پایان دادن به تجارت برده بریتانیا در اقیانوس اطلس است.
Amazon Queen 2021,https://www.imdb.com/title/tt13223248,8.0,,['اکشن'],2021,['ایالات متحده'],"['انگلیسی', 'پرتغالی']",['Marlin Darrah'],"['Carly Diamond Stone', 'Carson Grant', 'Nick Dreselly Thomas']","گروهی از گردشگران به قایق رودخانه جنگل آمازون ""ملکه"" ملحق می شوند تا از روستاهای بومی دیدن کرده و زیستگاه های جنگل را بررسی کنند. اما ابر تاریکی از دزدی و رعد و برق در کشتی ، همه را تهدید به مرگ می کند."
American Fiction 2023,https://www.imdb.com/title/tt23561236,7.9,,"['درام', 'کمدی']",2023,['ایالات متحده'],['انگلیسی'],['Cord Jefferson'],"['Jeffrey Wright', 'John Ortiz', 'Tracee Ellis Ross']",رمان‌نویسی که از کسب سود از سرگرمی‌های «سیاه» خسته شده است، از یک نام قلمی برای نوشتن کتابی استفاده می‌کند که او را به قلب ریاکاری و دیوانگی که ادعا می‌کند تحقیر می‌کند، سوق می‌دهد.
